DOW30;SP500;BOVESPA67;FTSE100;IBEX35;ATX20;NIKKEI225;SH1476;CH50;TAIWAN896;SET582;KARACHI100;COLCAP25
;;;;;;;0.011751;;;;;
;;;;;;;0.011713;;;;;
;;;;;;;0.01169;;;;;
;;;;;;;0.011683;;;;;
;;;;;;;0.011648;;;;;
;;;;;;;0.011638;;;;;
;;;;;;;0.011624;;;;;
;;;;;;;0.011605;;;;;
;;;;;;;0.011544;;;;;
;;;;;;;0.01151;;;;;
;;;;;;;0.011496;;;;;
;;;;;;;0.011478;;;;;
;;;;;;;0.011453;;;;;
;;;;;;;0.011439;;;;;
;;;;;;;0.011437;;;;;
;;;;;;;0.011432;;;;;
;;;;;;;0.01142;;;;;
;;;;;;;0.011411;;;;;
;;;;;;;0.011402;;;;;
;;;;;;;0.011401;;;;;
;;;;;;;0.011394;;;;;
;;;;;;;0.011373;;;;;
;;;;;;;0.01137;;;;;
;;;;;;;0.011325;;;;;
;;;;;;;0.011289;;;;;
;;;;;;;0.011282;;;;;
;;;;;;;0.011279;;;;;
;;;;;;;0.01126;;;;;
;;;;;;;0.011253;;;;;
;;;;;;;0.011248;;;;;
;;;;;;;0.011243;;;;;
;;;;;;;0.011215;;;;;
;;;;;;;0.011179;;;;;
;;;;;;;0.011127;;;;;
;;;;;;;0.011085;;;;;
;;;;;;;0.011042;;;;;
;;;;;;;0.011039;;;;;
;;;;;;;0.010956;;;;;
;;;;;;;0.010947;;;;;
;;;;;;;0.010901;;;;;
;;;;;;;0.010865;;;;;
;;;;;;;0.010853;;;;;
;;;;;;;0.01085;;;;;
;;;;;;;0.010835;;;;;
;;;;;;;0.01082;;;;;
;;;;;;;0.010815;;;;;
;;;;;;;0.010802;;;;;
;;;;;;;0.010781;;;;;
;;;;;;;0.010759;;;;;
;;;;;;;0.010751;;;;;
;;;;;;;0.010737;;;;;
;;;;;;;0.010721;;;;;
;;;;;;;0.010714;;;;;
;;;;;;;0.010712;;;;;
;;;;;;;0.010701;;;;;
;;;;;;;0.010689;;;;;
;;;;;;;0.010662;;;;;
;;;;;;;0.010659;;;;;
;;;;;;;0.010642;;;;;
;;;;;;;0.010611;;;;;
;;;;;;;0.010604;;;;;
;;;;;;;0.010581;;;;;
;;;;;;;0.01057;;;;;
;;;;;;;0.010546;;;;;
;;;;;;;0.010543;;;;;
;;;;;;;0.010521;;;;;
;;;;;;;0.010475;;;;;
;;;;;;;0.010402;;;;;
;;;;;;;0.010401;;;;;
;;;;;;;0.010384;;;;;
;;;;;;;0.010376;;;;;
;;;;;;;0.010368;;;;;
;;;;;;;0.010332;;;;;
;;;;;;;0.010332;;;;;
;;;;;;;0.01033;;;;;
;;;;;;;0.010313;;;;;
;;;;;;;0.010302;;;;;
;;;;;;;0.010288;;;;;
;;;;;;;0.010245;;;;;
;;;;;;;0.010243;;;;;
;;;;;;;0.010226;;;;;
;;;;;;;0.010182;;;;;
;;;;;;;0.01018;;;;;
;;;;;;;0.010176;;;;;
;;;;;;;0.010168;;;;;
;;;;;;;0.010156;;;;;
;;;;;;;0.010147;;;;;
;;;;;;;0.010141;;;;;
;;;;;;;0.010129;;;;;
;;;;;;;0.010111;;;;;
;;;;;;;0.010108;;;;;
;;;;;;;0.010091;;;;;
;;;;;;;0.010087;;;;;
;;;;;;;0.010056;;;;;
;;;;;;;0.010048;;;;;
;;;;;;;0.01001;;;;;
;;;;;;;0.009997;;;;;
;;;;;;;0.009989;;;;;
;;;;;;;0.009986;;;;;
;;;;;;;0.009965;;;;;
;;;;;;;0.009936;;;;;
;;;;;;;0.009935;;;;;
;;;;;;;0.009925;;;;;
;;;;;;;0.009923;;;;;
;;;;;;;0.009917;;;;;
;;;;;;;0.009882;;;;;
;;;;;;;0.009878;;;;;
;;;;;;;0.009878;;;;;
;;;;;;;0.009832;;;;;
;;;;;;;0.00983;;;;;
;;;;;;;0.009829;;;;;
;;;;;;;0.009796;;;;;
;;;;;;;0.00976;;;;;
;;;;;;;0.009751;;;;;
;;;;;;;0.009708;;;;;
;;;;;;;0.009703;;;;;
;;;;;;;0.009693;;;;;
;;;;;;;0.009672;;;;;
;;;;;;;0.009666;;;;;
;;;;;;;0.009665;;;;;
;;;;;;;0.009598;;;;;
;;;;;;;0.009595;;;;;
;;;;;;;0.009546;;;;;
;;;;;;;0.009544;;;;;
;;;;;;;0.009538;;;;;
;;;;;;;0.009532;;;;;
;;;;;;;0.009517;;;;;
;;;;;;;0.009512;;;;;
;;;;;;;0.009498;;;;;
;;;;;;;0.009496;;;;;
;;;;;;;0.009474;;;;;
;;;;;;;0.009436;;;;;
;;;;;;;0.009429;;;;;
;;;;;;;0.009421;;;;;
;;;;;;;0.009414;;;;;
;;;;;;;0.009412;;;;;
;;;;;;;0.009368;;;;;
;;;;;;;0.009331;;;;;
;;;;;;;0.009302;;;;;
;;;;;;;0.009286;;;;;
;;;;;;;0.00928;;;;;
;;;;;;;0.009271;;;;;
;;;;;;;0.009262;;;;;
;;;;;;;0.009247;;;;;
;;;;;;;0.009194;;;;;
;;;;;;;0.009193;;;;;
;;;;;;;0.009139;;;;;
;;;;;;;0.009133;;;;;
;;;;;;;0.009124;;;;;
;;;;;;;0.009118;;;;;
;;;;;;;0.009117;;;;;
;;;;;;;0.009115;;;;;
;;;;;;;0.00907;;;;;
;;;;;;;0.009047;;;;;
;;;;;;;0.009042;;;;;
;;;;;;;0.009041;;;;;
;;;;;;;0.009039;;;;;
;;;;;;;0.009011;;;;;
;;;;;;;0.009008;;;;;
;;;;;;;0.008999;;;;;
;;;;;;;0.008998;;;;;
;;;;;;;0.008995;;;;;
;;;;;;;0.008957;;;;;
;;;;;;;0.008948;;;;;
;;;;;;;0.008927;;;;;
;;;;;;;0.008917;;;;;
;;;;;;;0.008914;;;;;
;;;;;;;0.008853;;;;;
;;;;;;;0.008849;;;;;
;;;;;;;0.008826;;;;;
;;;;;;;0.008817;;;;;
;;;;;;;0.008796;;;;;
;;;;;;;0.008778;;;;;
;;;;;;;0.008775;;;;;
;;;;;;;0.00877;;;;;
;;;;;;;0.008759;;;;;
;;;;;;;0.008752;;;;;
;;;;;;;0.008733;;;;;
;;;;;;;0.008728;;;;;
;;;;;;;0.008722;;;;;
;;;;;;;0.008718;;;;;
;;;;;;;0.008711;;;;;
;;;;;;;0.008705;;;;;
;;;;;;;0.008682;;;;;
;;;;;;;0.008679;;;;;
;;;;;;;0.008673;;;;;
;;;;;;;0.008665;;;;;
;;;;;;;0.008664;;;;;
;;;;;;;0.008663;;;;;
;;;;;;;0.008663;;;;;
;;;;;;;0.008643;;;;;
;;;;;;;0.008638;;;;;
;;;;;;;0.008626;;;;;
;;;;;;;0.008615;;;;;
;;;;;;;0.008606;;;;;
;;;;;;;0.008604;;;;;
;;;;;;;0.008591;;;;;
;;;;;;;0.008567;;;;;
;;;;;;;0.008559;;;;;
;;;;;;;0.008538;;;;;
;;;;;;;0.008529;;;;;
;;;;;;;0.008514;;;;;
;;;;;;;0.008509;;;;;
;;;;;;;0.008501;;;;;
;;;;;;;0.008487;;;;;
;;;;;;;0.008482;;;;;
;;;;;;;0.008474;;;;;
;;;;;;;0.008464;;;;;
;;;;;;;0.008458;;;;;
;;;;;;;0.008451;;;;;
;;;;;;;0.008443;;;;;
;;;;;;;0.008438;;;;;
;;;;;;;0.00841;;;;;
;;;;;;;0.008407;;;;;
;;;;;;;0.008401;;;;;
;;;;;;;0.008359;;;;;
;;;;;;;0.008351;;;;;
;;;;;;;0.008332;;;;;
;;;;;;;0.008302;;;;;
;;;;;;;0.008301;;;;;
;;;;;;;0.008292;;;;;
;;;;;;;0.008278;;;;;
;;;;;;;0.008271;;;;;
;;;;;;;0.008219;;;;;
;;;;;;;0.008186;;;;;
;;;;;;;0.008139;;;;;
;;;;;;;0.008113;;;;;
;;;;;;;0.008092;;;;;
;;;;;;;0.008055;;;;;
;;;;;;;0.00805;;;;;
;;;;;;;0.008042;;;;;
;;;;;;;0.008042;;;;;
;;;;;;;0.008034;;;;;
;;;;;;;0.008012;;;;;
;;;;;;;0.007988;;;;;
;;;;;;;0.007986;;;;;
;;;;;;;0.007975;;;;;
;;;;;;;0.007965;;;;;
;;;;;;;0.007962;;;;;
;;;;;;;0.007946;;;;;
;;;;;;;0.007919;;;;;
;;;;;;;0.007909;;;;;
;;;;;;;0.007877;;;;;
;;;;;;;0.007865;;;;;
;;;;;;;0.00784;;;;;
;;;;;;;0.007821;;;;;
;;;;;;;0.007796;;;;;
;;;;;;;0.007795;;;;;
;;;;;;;0.007788;;;;;
;;;;;;;0.007786;;;;;
;;;;;;;0.007779;;;;;
;;;;;;;0.007773;;;;;
;;;;;;;0.007721;;;;;
;;;;;;;0.007698;;;;;
;;;;;;;0.007694;;;;;
;;;;;;;0.007691;;;;;
;;;;;;;0.007691;;;;;
;;;;;;;0.007689;;;;;
;;;;;;;0.007686;;;;;
;;;;;;;0.007685;;;;;
;;;;;;;0.007684;;;;;
;;;;;;;0.007678;;;;;
;;;;;;;0.007674;;;;;
;;;;;;;0.007673;;;;;
;;;;;;;0.007666;;;;;
;;;;;;;0.00764;;;;;
;;;;;;;0.007636;;;;;
;;;;;;;0.007631;;;;;
;;;;;;;0.007605;;;;;
;;;;;;;0.007577;;;;;
;;;;;;;0.007567;;;;;
;;;;;;;0.007552;;;;;
;;;;;;;0.007542;;;;;
;;;;;;;0.00752;;;;;
;;;;;;;0.007496;;;;;
;;;;;;;0.007495;;;;;
;;;;;;;0.007465;;;;;
;;;;;;;0.007449;;;;;
;;;;;;;0.007431;;;;;
;;;;;;;0.007419;;;;;
;;;;;;;0.007402;;;;;
;;;;;;;0.007384;;;;;
;;;;;;;0.007374;;;;;
;;;;;;;0.007364;;;;;
;;;;;;;0.007357;;;;;
;;;;;;;0.007345;;;;;
;;;;;;;0.007334;;;;;
;;;;;;;0.007327;;;;;
;;;;;;;0.007313;;;;;
;;;;;;;0.007291;;;;;
;;;;;;;0.007271;;;;;
;;;;;;;0.007225;;;;;
;;;;;;;0.007223;;;;;
;;;;;;;0.00721;;;;;
;;;;;;;0.007186;;;;;
;;;;;;;0.007165;;;;;
;;;;;;;0.007158;;;;;
;;;;;;;0.007132;;;;;
;;;;;;;0.007114;;;;;
;;;;;;;0.007091;;;;;
;;;;;;;0.007083;;;;;
;;;;;;;0.007078;;;;;
;;;;;;;0.007069;;;;;
;;;;;;;0.007022;;;;;
;;;;;;;0.007002;;;;;
;;;;;;;0.006987;;;;;
;;;;;;;0.006986;;;;;
;;;;;;;0.006976;;;;;
;;;;;;;0.006948;;;;;
;;;;;;;0.006931;;;;;
;;;;;;;0.006905;;;;;
;;;;;;;0.00689;;;;;
;;;;;;;0.006875;;;;;
;;;;;;;0.00687;;;;;
;;;;;;;0.006867;;;;;
;;;;;;;0.006832;;;;;
;;;;;;;0.006809;;;;;
;;;;;;;0.006805;;;;;
;;;;;;;0.006765;;;;;
;;;;;;;0.006758;;;;;
;;;;;;;0.006747;;;;;
;;;;;;;0.006736;;;;;
;;;;;;;0.006685;;;;;
;;;;;;;0.006678;;;;;
;;;;;;;0.006665;;;;;
;;;;;;;0.006662;;;;;
;;;;;;;0.006658;;;;;
;;;;;;;0.006654;;;;;
;;;;;;;0.006638;;;;;
;;;;;;;0.006634;;;;;
;;;;;;;0.006629;;;;;
;;;;;;;0.006628;;;;;
;;;;;;;0.006604;;;;;
;;;;;;;0.006583;;;;;
;;;;;;;0.006569;;;;;
;;;;;;;0.006561;;;;;
;;;;;;;0.006551;;;;;
;;;;;;;0.006526;;;;;
;;;;;;;0.006521;;;;;
;;;;;;;0.006519;;;;;
;;;;;;;0.006501;;;;;
;;;;;;;0.006497;;;;;
;;;;;;;0.006495;;;;;
;;;;;;;0.006491;;;;;
;;;;;;;0.006489;;;;;
;;;;;;;0.006484;;;;;
;;;;;;;0.006451;;;;;
;;;;;;;0.006427;;;;;
;;;;;;;0.006398;;;;;
;;;;;;;0.006389;;;;;
;;;;;;;0.006388;;;;;
;;;;;;;0.006368;;;;;
;;;;;;;0.006367;;;;;
;;;;;;;0.006358;;;;;
;;;;;;;0.006347;;;;;
;;;;;;;0.006316;;;;;
;;;;;;;0.006292;;;;;
;;;;;;;0.00629;;;;;
;;;;;;;0.00629;;;;;
;;;;;;;0.006284;;;;;
;;;;;;;0.006283;;;;;
;;;;;;;0.006283;;;;;
;;;;;;;0.006276;;;;;
;;;;;;;0.00627;;;;;
;;;;;;;0.006264;;;;;
;;;;;;;0.006237;;;;;
;;;;;;;0.006224;;;;;
;;;;;;;0.006202;;;;;
;;;;;;;0.006183;;;;;
;;;;;;;0.006156;;;;;
;;;;;;;0.006152;;;;;
;;;;;;;0.006111;;;;;
;;;;;;;0.00609;;;;;
;;;;;;;0.006075;;;;;
;;;;;;;0.006062;;;;;
;;;;;;;0.006028;;;;;
;;;;;;;0.006016;;;;;
;;;;;;;0.006012;;;;;
;;;;;;;0.006011;;;;;
;;;;;;;0.006005;;;;;
;;;;;;;0.006004;;;;;
;;;;;;;0.006004;;;;;
;;;;;;;0.005985;;;;;
;;;;;;;0.005955;;;;;
;;;;;;;0.005929;;;;;
;;;;;;;0.005925;;;;;
;;;;;;;0.005919;;;;;
;;;;;;;0.005895;;;;;
;;;;;;;0.005884;;;;;
;;;;;;;0.00586;;;;;
;;;;;;;0.005844;;;;;
;;;;;;;0.00579;;;;;
;;;;;;;0.005719;;;;;
;;;;;;;0.005683;;;;;
;;;;;;;0.005663;;;;;
;;;;;;;0.005658;;;;;
;;;;;;;0.005642;;;;;
;;;;;;;0.005512;;;;;
;;;;;;;0.005473;;;;;
;;;;;;;0.005454;;;;;
;;;;;;;0.005443;;;;;
;;;;;;;0.00543;;;;;
;;;;;;;0.005409;;;;;
;;;;;;;0.005387;;;;;
;;;;;;;0.005367;;;;;
;;;;;;;0.005358;;;;;
;;;;;;;0.005321;;;;;
;;;;;;;0.005312;;;;;
;;;;;;;0.005295;;;;;
;;;;;;;0.005293;;;;;
;;;;;;;0.005292;;;;;
;;;;;;;0.005258;;;;;
;;;;;;;0.005233;;;;;
;;;;;;;0.005206;;;;;
;;;;;;;0.005202;;;;;
;;;;;;;0.00514;;;;;
;;;;;;;0.005111;;;;;
;;;;;;;0.0051;;;;;
;;;;;;;0.005086;;;;;
;;;;;;;0.005082;;;;;
;;;;;;;0.005052;;;;;
;;;;;;;0.004995;;;;;
;;;;;;;0.004972;;;;;
;;;;;;;0.00497;;;;;
;;;;;;;0.004951;;;;;
;;;;;;;0.004944;;;;;
;;;;;;;0.004929;;;;;
;;;;;;;0.00491;;;;;
;;;;;;;0.004867;;;;;
;;;;;;;0.004849;;;;;
;;;;;;;0.004847;;;;;
;;;;;;;0.004816;;;;;
;;;;;;;0.004746;;;;;
;;;;;;;0.004731;;;;;
;;;;;;;0.004724;;;;;
;;;;;;;0.00456;;;;;
;;;;;;;0.004539;;;;;
;;;;;;;0.004467;;;;;
;;;;;;;0.004404;;;;;
;;;;;;;0.004373;;;;;
;;;;;;;0.004334;;;;;
;;;;;;;0.004295;;;;;
;;;;;;;0.004256;;;;;
;;;;;;;0.004232;;;;;
;;;;;;;0.004229;;;;;
;;;;;;;0.004168;;;;;
;;;;;;;0.004131;;;;;
;;;;;;;0.004086;;;;;
;;;;;;;0.004049;;;;;
;;;;;;;0.003992;;;;;
;;;;;;;0.003833;;;;;
;;;;;;;0.003792;;;;;
;;;;;;;0.003761;;;;;
;;;;;;;0.003753;;;;;
;;;;;;;0.003625;;;;;
;;;;;;;0.003538;;;;;
;;;;;;;0.003463;;;;;
;;;;;;;0.003458;;;;;
;;;;;;;0.003432;;;;;
;;;;;;;0.003253;;;;;
;;;;;;;0.003246;;;;;
;;;;;;;0.003184;;;;;
;;;;;;;0.003156;;;;;
;;;;;;;0.003112;;;;;
;;;;;;;0.003101;;;;;
;;;;;;;0.003032;;;;;
;;;;;;;0.002644;;;;;
;;;;;;;0.002566;;;;;
;;;;;;;0.002385;;;;;
;;;;;;;0.002209;;;;;
;;;;;;;0.002098;;;;;
;;;;;;;0.002047;;;;;
;;;;;;;0.001834;;;;;
;;;;;;;0.001707;;;;;
;;;;;;;0.001641;;;;;
;;;;;;;0.001607;;;;;
;;;;;;;0.001541;;;;;
;;;;;;;0.001402;;;;;
;;;;;;;0.001376;;;;;
;;;;;;;0.001129;;;;;
;;;;;;;0.00093;;;;;
;;;;;;;0.000894;;;;;
;;;;;;;0.000884;;;;;
